q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14_u,q14_r,q14_i,q14_rur,q14_m,q14_pnd,q15,q16,q17,q18,q19_a,q19_b,q20,q21
I consent,Male,Coloured,20-29 years,R5000-R9999,2-3 times per week,Once per month (or less),10,600,100,Medium,The Western Cape,CapeTown,.,true,.,.,.,.,,5,28,Yes,,150,No,No
I consent,Female,White,20-29 years,R10 000- R14 999,2-3 times per week,2-3 times per month,4,500,30,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,4,8,,,102.5,Yes,No
I consent,Female,White,40-49 years,R5000-R9999,Everyday,Once per month (or less),20,600,10,High,The Western Cape,cape town,.,true,.,.,.,.,,6,20,Yes,24,100,No,No
I consent,Male,White,< 20 years (younger than 20 years),R1000- R4999,Everyday,Once per month (or less),6,300,30,Medium,The Western Cape,Cape town,.,true,.,.,.,.,,10,More than 30 days,Yes,5,120,No,No
I consent,Male,White,30-39 years,R30 000 and above,2-3 times per week,Once per month (or less),15,1500,10,High,The Western Cape,Cape Town,true,.,.,.,.,.,,2,More than 30 days,Yes,130,160,No,No
I consent,Female,Coloured,20-29 years,R15 000- R19 999,Once per week,Once per month (or less),2,200,10,Medium,The Western Cape,Cape Town,.,.,.,.,true,.,,8,30,Yes,12.5,200,No,No
I consent,Female,White,20-29 years,R10 000- R14 999,2-3 times per week,2-3 times per month,5,300,30,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,5,20,No,,,No,No
I consent,Female,African,30-39 years,R20 000- R24 999,Everyday,Once per week,13,1000,2.5,High,The Western Cape,Cape Town,.,true,.,.,.,.,,9,15,Yes,206.66667,,Yes,No
I consent,Female,White,20-29 years,R5000-R9999,Everyday,2-3 times per week,6,200,2.5,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,4,4,Yes,35,180,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,2-3 times per week,2-3 times per week,6,600,4,High,The Western Cape,Cape Town,true,.,.,.,.,.,,10,2,No,,,No,No
I consent,Male,White,20-29 years,R10 000- R14 999,Everyday,2-3 times per month,5,18000,150,High,The Western Cape,cape town,true,.,.,.,.,.,,5,More than 30 days,Yes,90,250,No,No
I consent,Male,White,50 years and above,R25 000- R29 999,Everyday,Once per month (or less),21,100,1,High,The Western Cape,Cape town,.,true,.,.,.,.,,10,1,Yes,65,175,No,No
I consent,Female,White,20-29 years,R25 000- R29 999,Everyday,2-3 times per month,2,500,500,Medium,The Western Cape,Cape Town,.,.,.,.,true,.,,2,30,No,,,I do not wish to disclose this information,I do not wish to disclose this information
I consent,Female,White,20-29 years,R20 000- R24 999,Once per week,Once per month (or less),4,650,5,High,The Western Cape,durbanville,.,true,.,.,.,.,,10,More than 30 days,Yes,100,190,No,No
I consent,Male,White,30-39 years,R5000-R9999,Everyday,Once per month (or less),15,2400,20,High,The Western Cape,Cape Town,.,true,.,.,.,.,,5,28,No,,,Yes,No
I consent,Male,White,30-39 years,R20 000- R24 999,2-3 times per week,Once per month (or less),20,400,5,High,The Western Cape,Knysna,.,true,.,.,.,.,,8,20,Yes,50,150,No,No
I consent,Male,Coloured,< 20 years (younger than 20 years),R5000-R9999,Once per week,2-3 times per month,5,120,2,High,The Western Cape,Cape Town,.,true,.,.,.,.,,9,14,No,,,Yes,No
I consent,Male,White,30-39 years,R20 000- R24 999,Everyday,Once per month (or less),4,50000,1000,High,The Western Cape,.,.,.,.,true,.,.,,6,30,Yes,35,110,Yes,No
I consent,Male,Coloured,20-29 years,< R1000 (less than R1000),Everyday,2-3 times per week,8,30,2.5,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,8,2,Yes,9,150,No,No
I consent,Male,Coloured,20-29 years,R10 000- R14 999,2-3 times per week,2-3 times per week,4,300,35,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,8,30,No,,,No,I do not wish to disclose this information
I consent,Male,African,20-29 years,R1000- R4999,2-3 times per month,2-3 times per month,2,500,750,Low,The Western Cape,Cape Town,true,.,.,.,.,.,,1,More than 30 days,No,,,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,2-3 times per week,7,225,15,Medium,The Western Cape,Cape Town/Paarl,.,true,.,.,.,.,,1,3,Yes,10,155,No,No
I consent,Male,African,20-29 years,R5000-R9999,Everyday,2-3 times per week,5,150,7.5,Medium,The Western Cape,Cape town,.,.,.,.,true,.,,7,2,Yes,12.820513,150,No,No
I consent,Male,White,20-29 years,R20 000- R24 999,Everyday,2-3 times per month,9,300,30,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,9,30,Yes,7.5,170,No,No
I consent,Female,White,20-29 years,R1000- R4999,2-3 times per month,Once per month (or less),3,100,2,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,10,2,No,,,No,No
I consent,Male,Asian,20-29 years,R10 000- R14 999,Everyday,Once per week,6,300,2,High,The Western Cape,Cape Town,.,true,.,.,.,.,,1,7,Yes,28.75,206.66667,No,No
I consent,Male,Indian,20-29 years,R10 000- R14 999,Everyday,Once per week,4,150,7,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,4,8,Yes,12.5,50,Yes,No
I consent,Male,Indian,20-29 years,R15 000- R19 999,Everyday,Everyday,9,1100,10,High,The Western Cape,Cape Town,true,.,.,.,.,.,,7,2,No,,,No,No
I consent,Male,White,< 20 years (younger than 20 years),R1000- R4999,Everyday,2-3 times per month,3,100,7,Low,The Western Cape,Stellenbosch,.,true,.,.,.,.,,8,8,Yes,11.111111,180,No,No
I consent,Male,White,20-29 years,R1000- R4999,2-3 times per week,Once per week,7,200,1,High,The Western Cape,Stellenbosch,.,true,.,.,.,.,,10,2,Yes,35,220,No,No
I consent,Male,White,20-29 years,R1000- R4999,2-3 times per week,2-3 times per month,1,100,10,Medium,The Western Cape,Stellenbosch,true,.,.,.,.,.,,8,4,Yes,,165,No,Yes
I consent,Female,Coloured,20-29 years,R1000- R4999,Everyday,2-3 times per month,3,100,10,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,5,No,,,No,No
I consent,Male,White,40-49 years,R10 000- R14 999,2-3 times per week,Once per month (or less),20,500,75,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,30,Yes,5,103.33334,No,No
I consent,Male,White,50 years and above,R15 000- R19 999,Everyday,Once per week,20,500,10,Medium,The Western Cape,George,.,.,.,.,.,.,,10,5,Yes,10,150,Yes,I do not wish to disclose this information
I consent,Male,White,20-29 years,R30 000 and above,Everyday,2-3 times per month,6,1050,7,High,The Western Cape,Cape town,.,true,.,.,.,.,,8,10,No,,,Yes,No
I consent,Male,White,20-29 years,R20 000- R24 999,Everyday,Once per week,7,1000,15,High,The Western Cape,Cape Town,.,true,.,.,.,.,,10,7,Yes,50,135,I do not wish to disclose this information,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,2-3 times per month,2,1500,100,High,The Western Cape,Cape Town,true,.,.,.,.,.,,3,30,Yes,10,50,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,Everyday,Once per month (or less),4,250,50,Medium,The Western Cape,George,true,.,.,.,.,.,,7,20,Yes,,25,No,No
I consent,Male,White,40-49 years,R15 000- R19 999,Everyday,Once per month (or less),20,500,50,Medium,The Western Cape,Cape town,.,true,.,.,.,.,,10,30,No,,,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,2-3 times per week,2-3 times per week,5,150,1,High,The Western Cape,Cape Town,.,true,.,.,.,.,,7,2,Yes,10,180,Yes,No
I consent,Male,White,< 20 years (younger than 20 years),R1000- R4999,2-3 times per week,2-3 times per month,2,100,7,Low,The Western Cape,Stellenbosch,.,true,.,.,.,.,,7,5,Yes,,150,Yes,No
I consent,Male,Other,20-29 years,R25 000- R29 999,Everyday,2-3 times per month,9,450,3,High,The Western Cape,Cape Town,true,.,.,.,.,.,,8,14,Yes,120,205,No,No
I consent,Female,I would prefer to not answer,40-49 years,R1000- R4999,Everyday,Once per month (or less),20,200,50,Medium,The Western Cape,.,.,.,.,.,true,.,,10,30,Yes,1,37.5,No,No
I consent,Male,Coloured,20-29 years,R1000- R4999,Everyday,Everyday,4,550,20,High,The Western Cape,CAPE TOWN,.,true,.,.,.,.,,1,30,Yes,6,50,No,No
I consent,Male,White,30-39 years,R30 000 and above,Everyday,Once per month (or less),6,300,30,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,25,No,,,Yes,Yes
I consent,Female,White,20-29 years,R1000- R4999,Everyday,Once per week,5,100,10,Medium,The Western Cape,Stellenbosch,.,.,.,.,true,.,,9,7,,,,I do not wish to disclose this information,No
I consent,Male,White,< 20 years (younger than 20 years),< R1000 (less than R1000),Once per month (or less),I do not wish to disclose this information,2,75,3,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,8,3,Yes,,100,I do not wish to disclose this information,No
I consent,Male,White,30-39 years,R15 000- R19 999,Everyday,2-3 times per month,17,6000,1000,High,The Western Cape,EdgemeadTableview,.,true,.,.,.,.,,5,30,No,,,No,No
I consent,Male,White,< 20 years (younger than 20 years),R1000- R4999,Once per week,Once per month (or less),4,150,5,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,8,30,No,,,Yes,No
I consent,Male,White,20-29 years,R10 000- R14 999,Everyday,2-3 times per month,10,100,9,Medium,The Western Cape,Northern suburbs,.,true,.,.,.,.,,6,10,Yes,,100,Yes,No
I consent,Male,Coloured,20-29 years,R1000- R4999,2-3 times per month,Once per month (or less),8,150,3,Medium,The Western Cape,Cape Town,.,.,.,.,true,.,,7,21,Yes,30,160,No,No
I consent,Female,Coloured,20-29 years,R10 000- R14 999,Everyday,2-3 times per month,13,1500,10,High,The Western Cape,Cape Town,true,.,.,.,.,.,,10,15,Yes,36.25,190,No,No
I consent,Female,White,20-29 years,R10 000- R14 999,Everyday,2-3 times per month,7,350,32.5,Medium,The Western Cape,Cape Town,.,.,.,.,true,.,,8,30,Yes,6,82.5,No,.
I consent,Male,White,20-29 years,R5000-R9999,Everyday,Once per month (or less),4,250,15,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,21,No,,,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,Everyday,Once per week,9,100,10,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,8,4,Yes,,160,No,No
I consent,Female,Coloured,20-29 years,R1000- R4999,2-3 times per month,Once per month (or less),9,100,3,Medium,The Western Cape,Worcester and Knysna,.,true,.,.,.,.,,7,6,Yes,20,50,Yes,No
I consent,Male,White,40-49 years,R15 000- R19 999,Everyday,2-3 times per month,15,200,5,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,10,12,Yes,20.833334,150,No,No
I consent,Female,Coloured,.,< R1000 (less than R1000),Once per week,Once per month (or less),2,50,1,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,4,6,No,,,Yes,Yes
I consent,Male,Coloured,20-29 years,< R1000 (less than R1000),2-3 times per week,Once per week,5,30,2,Medium,The Western Cape,Mitchell's plain,.,true,.,.,.,.,,9,3,Yes,12,90,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,2-3 times per week,4,150,7,Medium,The Western Cape,Southern suburbs,.,true,.,.,.,.,,10,4,Yes,12.5,150,Yes,No
I consent,Male,I would prefer to not answer,20-29 years,R5000-R9999,Everyday,2-3 times per month,3,400,50,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,10,30,Yes,,170,Yes,No
I consent,Female,White,20-29 years,R1000- R4999,2-3 times per week,2-3 times per month,3,400,20,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,7,30,No,,,Yes,Yes
I consent,Male,Coloured,20-29 years,R1000- R4999,2-3 times per week,2-3 times per week,6,170,1,High,The Western Cape,Cape town,.,true,.,.,.,.,,10,3,Yes,15,200,Yes,No
I consent,Female,African,20-29 years,R1000- R4999,2-3 times per week,2-3 times per month,3,100,10,Medium,The Western Cape,Cape town,true,.,.,.,.,.,,10,3,Yes,8,25,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,2-3 times per week,2-3 times per month,2,300,11,Medium,The Western Cape,Claremont,.,true,.,.,.,.,,8,9,Yes,15,170,Yes,Yes
I consent,Male,White,20-29 years,R10 000- R14 999,2-3 times per week,2-3 times per month,6,100,9,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,7,10,Yes,10,150,Yes,No
I consent,Male,White,30-39 years,R15 000- R19 999,Everyday,Once per month (or less),9,1500,150,Medium,The Western Cape,Wellington,.,true,.,.,.,.,,4,30,No,,,No,No
I consent,Female,White,20-29 years,R5000-R9999,Everyday,2-3 times per week,5,200,5,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,1,4,Yes,27.333334,93.333336,Yes,Yes
I consent,Male,White,20-29 years,R1000- R4999,Everyday,Once per week,3,200,15,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,9,7,Yes,11.111111,150,No,No
I consent,Female,Coloured,20-29 years,R1000- R4999,2-3 times per week,2-3 times per month,1,35,8.5,Low,The Western Cape,Cape Town,.,.,.,.,.,true,,3,3,No,,,No,No
I consent,Male,White,30-39 years,R20 000- R24 999,Everyday,Once per week,20,1000,7,High,The Western Cape,Cape Town,true,.,.,.,.,.,,10,7,Yes,110,150,Yes,No
I consent,Male,Coloured,30-39 years,R1000- R4999,Everyday,2-3 times per month,10,600,250,Medium,The Western Cape,Cape town,.,true,.,.,.,.,,5,22,Yes,1.5,78,Yes,I do not wish to disclose this information
I consent,Male,White,20-29 years,R5000-R9999,2-3 times per month,Once per month (or less),2,50,5,Medium,The Western Cape,Stellenbosch,true,.,.,.,.,.,,8,3,No,,,No,I do not wish to disclose this information
I consent,Male,White,20-29 years,R30 000 and above,2-3 times per week,Once per week,8,400,12,High,The Western Cape,Cape Town,.,true,.,.,.,.,,8,7,Yes,15,150,No,Yes
I consent,Female,White,30-39 years,R1000- R4999,2-3 times per week,Once per month (or less),20,150,20,Medium,The Western Cape,CT,.,true,.,.,.,.,,5,25,Yes,,100,No,No
I consent,Female,White,20-29 years,R1000- R4999,Everyday,Once per week,9,130,10,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,6,5,No,,,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,Once per week,2,400,30,Medium,The Western Cape,Cape Town,.,.,.,.,true,.,,3,30,Yes,5,112,No,No
I consent,Male,White,30-39 years,R15 000- R19 999,2-3 times per week,Once per week,7,120,50,Medium,The Western Cape,Melkbosstrand,.,true,.,.,.,.,,7,6,No,,,No,No
I consent,Male,White,20-29 years,R15 000- R19 999,Once per month (or less),Once per month (or less),1,900,50,Medium,The Western Cape,Stellenbosch,.,.,.,.,.,true,,5,More than 30 days,Yes,,150,No,No
I consent,Male,African,< 20 years (younger than 20 years),< R1000 (less than R1000),Everyday,Everyday,3,30,3,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,8,2,Yes,8,18.5,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,Once per month (or less),Once per month (or less),7,150,6,Medium,The Western Cape,Cape town,.,true,.,.,.,.,,8,More than 30 days,No,,,Yes,No
I consent,Male,Coloured,30-39 years,R20 000- R24 999,Everyday,Once per week,17,200,6,High,The Western Cape,Stellenbosch,.,true,.,.,.,.,,10,6,Yes,10,150,No,No
I consent,Male,White,20-29 years,R15 000- R19 999,Everyday,2-3 times per month,6,1800,200,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,7,30,Yes,8,92.5,Yes,Yes
I consent,Male,I would prefer to not answer,30-39 years,R30 000 and above,Once per week,Once per month (or less),15,480,3,High,The Western Cape,Cape Town,.,true,.,.,.,.,,8,More than 30 days,No,,,Yes,No
I consent,Male,Coloured,30-39 years,R20 000- R24 999,Everyday,Once per week,12,17280,96,High,The Western Cape,Cape town,.,true,.,.,.,.,,1,10,Yes,36.75,225,No,Yes
I consent,Female,White,20-29 years,R1000- R4999,2-3 times per week,Once per month (or less),5,400,40,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,3,More than 30 days,Yes,8,47.5,No,Yes
I consent,Male,White,30-39 years,R10 000- R14 999,Everyday,Once per week,15,100,8,Medium,The Western Cape,Bellville,true,.,.,.,.,.,,8,7,Yes,10,18.75,No,No
I consent,I would prefer not to answer,White,20-29 years,R5000-R9999,Everyday,Once per month (or less),7,300,2,High,The Western Cape,Cape Town,true,.,.,.,.,.,,9,More than 30 days,No,,,Yes,No
I consent,Female,White,20-29 years,R1000- R4999,Everyday,2-3 times per week,4,180,1,High,The Western Cape,Stellenbsoch,true,.,.,.,.,.,,10,3,Yes,17.142857,225,No,Yes
I consent,Male,White,20-29 years,< R1000 (less than R1000),2-3 times per week,Once per month (or less),6,500,35,Medium,The Western Cape,Cape Town,.,.,.,.,true,.,,8,More than 30 days,Yes,12.5,25,Yes,No
I consent,Male,White,20-29 years,R30 000 and above,Everyday,2-3 times per month,12,450,6,Medium,The Western Cape,Cape Town,true,.,.,.,.,.,,10,5,Yes,25,100,No,No
I consent,Male,Indian,30-39 years,R5000-R9999,Everyday,Once per week,15,650,5,High,The Western Cape,Cape Town,.,true,.,.,.,.,,10,7,No,,,No,No
I consent,Male,White,20-29 years,R10 000- R14 999,Everyday,2-3 times per month,6,150,1,High,The Western Cape,Cape Town,.,true,.,.,.,.,,5,3,Yes,63.333332,180,No,Yes
I consent,Female,I would prefer to not answer,20-29 years,R15 000- R19 999,Everyday,Once per week,11,57200,594,High,The Western Cape,Helderberg,.,true,.,.,.,.,,6,30,Yes,75,120,No,No
I consent,Male,White,20-29 years,R10 000- R14 999,Once per week,Once per month (or less),2,100,10,Low,The Western Cape,Stellenbosch,true,.,.,.,.,.,,8,More than 30 days,Yes,,100,No,Yes
I consent,Male,Coloured,20-29 years,R30 000 and above,Everyday,Once per week,7,2000,20,High,The Western Cape,Cape Town,.,true,.,.,.,.,,6,7,Yes,23.299999,170,Yes,No
I consent,Male,Coloured,30-39 years,R10 000- R14 999,Everyday,2-3 times per week,20,280,5,Medium,The Western Cape,Strand,.,true,.,.,.,.,,10,4,Yes,34,200,No,No
I consent,Male,White,20-29 years,R1000- R4999,Everyday,Once per week,7,650,5,High,The Western Cape,Stellenbosch,.,true,.,.,.,.,,10,7,Yes,10,150,Yes,Yes
I consent,Male,Coloured,20-29 years,R1000- R4999,Everyday,2-3 times per week,3,150,1,High,The Western Cape,Stellies,.,true,.,.,.,.,,8,2,No,,,No,I do not wish to disclose this information
I consent,Male,Coloured,30-39 years,R10 000- R14 999,Everyday,Once per month (or less),15,500,50,Medium,The Western Cape,Philipi,.,true,.,.,.,.,,8,More than 30 days,No,,,Yes,No
I consent,Male,White,30-39 years,R10 000- R14 999,Everyday,2-3 times per month,20,500,40,Medium,The Western Cape,Knysna,.,.,.,.,true,.,,6,7,Yes,,77.5,No,No
I consent,Male,Coloured,20-29 years,< R1000 (less than R1000),2-3 times per week,Once per month (or less),2,100,20,Medium,The Western Cape,"Athlone, Cape Town",.,true,.,.,.,.,,9,More than 30 days,Yes,,75,No,No
I consent,Male,White,20-29 years,R5000-R9999,2-3 times per week,2-3 times per month,10,300,22,Medium,The Western Cape,Stellenbosch,.,true,.,.,.,.,,3,15,Yes,10,60,Yes,No
I consent,Male,White,20-29 years,R1000- R4999,2-3 times per month,Once per month (or less),5,250,20,Medium,The Western Cape,Cape Towm,.,true,.,.,.,.,,4,10,Yes,10,150,No,No
I consent,Male,African,30-39 years,R20 000- R24 999,Everyday,2-3 times per month,15,500,50,Medium,The Western Cape,Cape Town,.,true,.,.,.,.,,2,14,No,,,I do not wish to disclose this information,No
I consent,Male,Coloured,20-29 years,< R1000 (less than R1000),Everyday,Everyday,12,50,5,Medium,The Western Cape,Cape town,.,.,.,.,true,.,,8,2,Yes,,150,Yes,No
I consent,Male,White,20-29 years,R5000-R9999,Everyday,Once per week,7,100,10,Low,The Western Cape,Cape Town,.,true,.,.,.,.,,4,5,Yes,,150,No,No
I consent,Female,African,< 20 years (younger than 20 years),R1000- R4999,2-3 times per week,Once per month (or less),2,100,8,Low,The Western Cape,Cape Town,true,.,.,.,.,.,,10,2,No,,,No,Yes
I consent,Male,White,20-29 years,R5000-R9999,Everyday,2-3 times per week,4,180,1,High,The Western Cape,Cape Town,true,.,.,.,.,.,,9,1,Yes,71.666664,200,No,No
I consent,Male,Coloured,20-29 years,R20 000- R24 999,Everyday,2-3 times per month,14,1500,10,High,The Western Cape,Cape Town,.,true,.,.,.,.,,7,10,Yes,80,160,No,I do not wish to disclose this information
I consent,Female,White,< 20 years (younger than 20 years),R1000- R4999,Everyday,2-3 times per week,4,80,10,Low,The Western Cape,Strand,.,true,.,.,.,.,,10,3,No,,,Yes,No
I consent,Male,White,20-29 years,R15 000- R19 999,Everyday,2-3 times per month,9,500,15,High,The Western Cape,.,.,.,.,.,true,.,,9,9,Yes,16.25,100,No,No
I consent,Male,Coloured,20-29 years,R1000- R4999,2-3 times per week,2-3 times per month,8,300,100,Medium,The Western Cape,Northern suburbs,true,.,.,.,.,.,,7,30,Yes,,200,Yes,No
